LocationTitle,AddressStreetInfo,City,State,Zipcode,Details,Latitude,Longitude,GroupTitle,Day,Start,End,Meeting_Type
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Saturdays,8:00 AM,9:00 AM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Sundays,8:00 AM,9:00 AM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Wednesdays,8:30 AM,9:30 AM,T
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Tuesdays,8:30 AM,9:30 AM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Mondays,8:30 AM,9:30 AM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Fridays,8:30 AM,9:30 AM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Thursdays,8:30 AM,9:30 AM,BB
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Thursdays,10:00 AM,11:00 AM,T
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Wednesdays,10:00 AM,11:00 AM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Tuesdays,10:00 AM,11:00 AM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Mondays,10:00 AM,11:00 AM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Saturdays,10:00 AM,11:00 AM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Sundays,10:00 AM,11:00 AM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Fridays,10:00 AM,11:00 AM,BB
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Thursdays,12:30 PM,1:30 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Wednesdays,12:30 PM,1:30 PM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Tuesdays,12:30 PM,1:30 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Mondays,12:30 PM,1:30 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Saturdays,12:30 PM,1:30 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Sundays,12:30 PM,1:30 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Fridays,12:30 PM,1:30 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Saturdays,2:00 PM,3:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Sundays,2:00 PM,3:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Fridays,4:00 PM,5:00 PM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Thursdays,4:00 PM,5:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Wednesdays,4:00 PM,5:00 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Tuesdays,4:00 PM,5:00 PM,BB
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Mondays,4:00 PM,5:00 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Saturdays,4:00 PM,5:00 PM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Sundays,4:00 PM,5:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Fridays,6:15 PM,7:15 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Thursdays,6:15 PM,7:15 PM,O
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Wednesdays,6:15 PM,7:15 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Tuesdays,6:15 PM,7:15 PM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Mondays,6:15 PM,7:15 PM,T
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Saturdays,6:15 PM,7:15 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Sundays,6:15 PM,7:15 PM,OD
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Sundays,8:00 PM,9:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Fridays,8:00 PM,9:00 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Wednesdays,8:00 PM,9:00 PM,BB
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Tuesdays,8:00 PM,9:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Saturdays,8:00 PM,9:00 PM,O
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Saturdays,10:00 PM,11:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Sundays,10:00 PM,11:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Fridays,10:00 PM,11:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Thursdays,10:00 PM,11:00 PM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Tuesdays,10:00 PM,11:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Mondays,10:00 PM,11:00 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,07,"seventy-ninth street workshop",Wednesdays,10:00 PM,11:00 PM,C
"New York Blood Center",310 East 67th Street,New York,NY,10065,"310 East 67th Street,Auditorium,Betw. 1st & 2nd Avenues,NY 10065",40.7651821,-73.9599207,07,"step by step",Saturdays,10:00 AM,11:00 AM,S
"Lenox Hill Neighborhood House",331 East 70th St,New York,NY,10021,"331 East 70th St,Betw 1st & 2nd Avenues,NY 10021",40.766948,-73.9577722,07,"sunday on 70th",Sundays,10:00 AM,11:00 AM,B
"Church of St. Catherine of Siena",411 East 68th Street,New York,NY,10021,"411 East 68th Street,Betw. York & 1st Avenues,NY 10021",40.7651081,-73.957215,07,"sutton",Saturdays,6:30 PM,7:30 PM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"a new day",Mondays,3:00 PM,4:00 PM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"a new day",Wednesdays,3:00 PM,4:00 PM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"altered attitudes",Fridays,9:30 PM,10:30 PM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"broadway at 96th",Mondays,7:30 PM,8:30 PM,BB
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"broadway at 96th",Fridays,7:30 PM,8:30 PM,O
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Mondays,6:00 AM,7:00 AM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Wednesdays,6:00 AM,7:00 AM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Saturdays,6:00 AM,7:00 AM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Thursdays,6:00 AM,7:00 AM,S
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Sundays,6:00 AM,7:00 AM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Tuesdays,6:00 AM,7:00 AM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Fridays,6:00 AM,7:00 AM,BB
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Fridays,7:15 AM,8:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Wednesdays,7:15 AM,8:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Saturdays,7:15 AM,8:15 AM,S
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Mondays,7:15 AM,8:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Thursdays,7:15 AM,8:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Sundays,7:15 AM,8:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Tuesdays,7:15 AM,8:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Fridays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Wednesdays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Saturdays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Mondays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Thursdays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Sundays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Tuesdays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Tuesdays,10:15 AM,11:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Fridays,10:15 AM,11:15 AM,BB
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Wednesdays,10:15 AM,11:15 AM,S
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Saturdays,10:15 AM,11:15 AM,S
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Mondays,10:15 AM,11:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Thursdays,10:15 AM,11:15 AM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"first things first",Sundays,10:15 AM,11:15 AM,T
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"metropolis men's meeting",Sundays,5:45 PM,7:00 PM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"ninety-sixth street workshop",Sundays,10:00 PM,11:00 PM,T
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"ninety-sixth street workshop",Mondays,10:00 PM,11:00 PM,BB
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"ninety-sixth street workshop",Tuesdays,10:00 PM,11:00 PM,S
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"ninety-sixth street workshop",Wednesdays,10:00 PM,11:00 PM,BB
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"ninety-sixth street workshop",Thursdays,10:00 PM,11:00 PM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"ninety-sixth street workshop",Saturdays,10:00 PM,11:00 PM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"ninety-sixth street workshop",Fridays,11:00 PM,12:00 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"turn it over",Thursdays,3:30 PM,4:30 PM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"turn it over",Tuesdays,3:30 PM,4:30 PM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"turn it over",Tuesdays,4:30 PM,5:30 PM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"turn it over",Thursdays,4:30 PM,5:30 PM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"turn it over",Fridays,4:30 PM,5:30 PM,S
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"we are not doctors (westside)",Wednesdays,4:45 PM,5:45 PM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,06,"writing sober",Wednesdays,6:00 PM,7:00 PM,C
"Christ & St. Stephen's Church",120 West 69th Street,New York,NY,10023,"120 West 69th Street,Basement,Betw Columbus Avenue & Bway,NY 10023",40.7756982,-73.9810333,06,"a vision for you",Fridays,7:45 PM,8:45 PM,OD
"Christ & St. Stephen's Church",120 West 69th Street,New York,NY,10023,"120 West 69th Street,Basement,Betw Columbus Avenue & Bway,NY 10023",40.7756982,-73.9810333,06,"a vision for you",Fridays,9:00 PM,10:00 PM,BB
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"after eight (:i)",Tuesdays,6:30 PM,7:45 PM,C
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"clean and dry",Sundays,5:00 PM,5:45 PM,B
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"clean and dry",Sundays,6:00 PM,7:00 PM,OD
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"fireside  (:i)  weekday meetings only",Wednesdays,12:00 PM,1:00 PM,B
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"fireside  (:i)  weekday meetings only",Thursdays,12:00 PM,1:00 PM,B
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"fireside  (:i)  weekday meetings only",Fridays,12:00 PM,1:00 PM,B
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"fireside  (:i)  weekday meetings only",Mondays,12:00 PM,1:00 PM,B
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"fireside  (:i)  weekday meetings only",Tuesdays,12:00 PM,1:00 PM,B
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"fireside  (:i)  weekday meetings only",Wednesdays,12:30 PM,1:30 PM,BB
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"fireside  (:i)  weekday meetings only",Thursdays,12:30 PM,1:30 PM,S
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"fireside  (:i)  weekday meetings only",Fridays,12:30 PM,1:30 PM,OD
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"fireside  (:i)  weekday meetings only",Mondays,12:30 PM,1:30 PM,OD
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"fireside  (:i)  weekday meetings only",Tuesdays,12:30 PM,1:30 PM,OD
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,06,"steps and traditions on wednesday",Wednesdays,7:00 PM,8:15 PM,S
"Phoenix House",164 West 74th Street,New York,NY,10023,"164 West 74th Street,1st floor,10023",40.7796117,-73.9801807,06,"after eight (:ii)",Thursdays,6:30 PM,7:30 PM,C
"Phoenix House",164 West 74th Street,New York,NY,10023,"164 West 74th Street,1st floor,10023",40.7796117,-73.9801807,06,"routes",Saturdays,6:00 PM,7:00 PM,B
"Phoenix House",164 West 74th Street,New York,NY,10023,"164 West 74th Street,1st floor,10023",40.7796117,-73.9801807,06,"routes",Tuesdays,7:00 PM,8:00 PM,B
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,06,"amsterdam",Saturdays,1:00 PM,2:30 PM,B
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,06,"amsterdam",Saturdays,2:30 PM,4:00 PM,O
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,06,"amsterdam",Mondays,4:00 PM,5:30 PM,BB
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,06,"amsterdam",Tuesdays,4:00 PM,5:30 PM,OD
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,06,"amsterdam",Wednesdays,4:00 PM,5:30 PM,O
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,06,"amsterdam",Fridays,4:00 PM,5:30 PM,S
