LocationTitle,AddressStreetInfo,City,State,Zipcode,Details,Latitude,Longitude,GroupTitle,Day,Start,End,Meeting_Type
"Veterans Administration Hospital",423 East 23rd Street,New York,NY,10010,"423 East 23rd Street,3rd fl,Conference Room 3076 south,@ Main entrance is East of 1st Avenue,10010",40.7368113,-73.9772015,03,"pot luck",Saturdays,9:00 PM,10:00 PM,OD
"St. George's Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Olmstead Hall,Betw 3rd Avenue & Rutherford Place,NY 10003",40.7345135,-73.9854432,03,"potpourri",Mondays,6:00 PM,6:00 PM,O
"St. George's Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Olmstead Hall,Betw 3rd Avenue & Rutherford Place,NY 10003",40.7345135,-73.9854432,03,"potpourri",Tuesdays,6:00 PM,7:00 PM,S
"St. George's Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Olmstead Hall,Betw 3rd Avenue & Rutherford Place,NY 10003",40.7345135,-73.9854432,03,"potpourri",Wednesdays,6:00 PM,7:00 PM,BB
"St. George's Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Olmstead Hall,Betw 3rd Avenue & Rutherford Place,NY 10003",40.7345135,-73.9854432,03,"potpourri",Thursdays,6:00 PM,7:00 PM,C
"St. George's Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Olmstead Hall,Betw 3rd Avenue & Rutherford Place,NY 10003",40.7345135,-73.9854432,03,"potpourri",Fridays,6:00 PM,7:00 PM,B
"St. George's Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Olmstead Hall,Betw 3rd Avenue & Rutherford Place,NY 10003",40.7345135,-73.9854432,03,"saturday beginners",Saturdays,10:30 AM,11:30 AM,B
"St. George's Church",209 East 16th Street,New York,NY,10003,"209 East 16th Street,Olmstead Hall,Betw 3rd Avenue & Rutherford Place,NY 10003",40.7345135,-73.9854432,03,"saturday beginners",Saturdays,10:30 AM,11:30 AM,BB
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"primetime nyc (ii)",Sundays,1:30 PM,2:30 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",s,12:00 AM,12:00 AM,undefined
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Wednesdays,6:15 AM,7:15 AM,C
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Thursdays,7:30 AM,8:30 AM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Wednesdays,7:30 AM,8:30 AM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Tuesdays,7:30 AM,8:30 AM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Mondays,7:30 AM,8:30 AM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Saturdays,7:30 AM,8:30 AM,C
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Fridays,7:30 AM,8:30 AM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Sundays,7:30 AM,8:30 AM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Saturdays,9:00 AM,10:00 AM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Sundays,9:30 AM,10:30 AM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Fridays,10:00 AM,11:00 AM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Thursdays,10:00 AM,11:00 AM,BB
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Wednesdays,10:00 AM,11:00 AM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Tuesdays,10:00 AM,11:00 AM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Mondays,10:00 AM,11:00 AM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Saturdays,10:30 AM,11:30 AM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Sundays,11:00 AM,12:00 PM,BB
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Mondays,11:15 AM,12:15 PM,BB
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Fridays,12:30 PM,1:30 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Thursdays,12:30 PM,1:30 PM,B
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Wednesdays,12:30 PM,1:30 PM,B
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Tuesdays,12:30 PM,1:30 PM,BB
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Mondays,12:30 PM,1:30 PM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Saturdays,1:15 PM,2:15 PM,C
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Sundays,1:30 PM,2:30 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Mondays,2:00 PM,3:00 PM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Fridays,2:00 PM,3:00 PM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Thursdays,2:00 PM,3:00 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Wednesdays,2:00 PM,3:00 PM,O
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Tuesdays,2:00 PM,3:00 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Saturdays,2:30 PM,3:30 PM,B
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Sundays,3:00 PM,4:00 PM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Mondays,4:00 PM,5:00 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Fridays,4:00 PM,5:00 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Thursdays,4:00 PM,5:00 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Wednesdays,4:00 PM,5:00 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Tuesdays,4:00 PM,5:00 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Saturdays,4:30 PM,5:30 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Sundays,4:30 PM,5:30 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Mondays,5:30 PM,6:30 PM,C
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Fridays,5:30 PM,6:30 PM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Thursdays,5:30 PM,6:30 PM,O
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Wednesdays,5:30 PM,6:30 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Tuesdays,5:30 PM,6:30 PM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Saturdays,6:00 PM,7:00 PM,B
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Sundays,6:00 PM,7:00 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Tuesdays,7:00 PM,8:00 AM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Mondays,7:00 PM,8:00 PM,T
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Fridays,7:00 PM,8:00 PM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Thursdays,7:00 PM,8:00 PM,BB
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Wednesdays,7:00 PM,8:00 PM,C
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Sundays,7:30 PM,8:30 PM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Saturdays,8:00 PM,9:00 PM,C
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Mondays,8:15 PM,9:15 PM,OD
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Thursdays,8:15 PM,9:15 PM,C
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Wednesdays,8:30 PM,9:30 PM,S
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Tuesdays,8:30 PM,9:30 PM,C
"411 East 12th Street",411 East 12th Street,New York,NY,10009,"411 East 12th Street,Between 1st Avenue & Avenue A,10009",40.729824,-73.982816,03,"the 12th street workshop",Fridays,8:30 PM,9:30 PM,B
"Epiphany Roman Catholic Church",239 East 21st Street,New York,NY,10009,"239 East 21st Street,Church Rectory,Betw. 2nd & 3rd Avenues,10009",40.7369141,-73.9823276,03,"saturday weekenders",Saturdays,10:00 AM,11:00 AM,C
"First Presbyterian Church",12 West 12th Street,New York,NY,10011,"12 West 12th Street,6th Floor,Roof Level,Betw. 5th & 6th Avenues,NY 10011",40.7348062,-73.9951634,03,"save her a seat",Fridays,6:30 PM,7:45 PM,B
"First Presbyterian Church",12 West 12th Street,New York,NY,10011,"12 West 12th Street,6th Floor,Roof Level,Betw. 5th & 6th Avenues,NY 10011",40.7348062,-73.9951634,03,"save her a seat",Tuesdays,7:15 PM,8:30 PM,C
"First Presbyterian Church",12 West 12th Street,New York,NY,10011,"12 West 12th Street,6th Floor,Roof Level,Betw. 5th & 6th Avenues,NY 10011",40.7348062,-73.9951634,03,"village open discussion  (v.o.d.)",Tuesdays,6:30 PM,7:30 PM,OD
"Church of the Ascension Parish House",12 West 11th Street,New York,NY,10011,"12 West 11th Street,Ground Floor,Betw 5th Avenue & Avenue of the Americas,NY 10011",40.7341868,-73.9957178,03,"sobriety on the square",Mondays,7:30 AM,8:30 AM,B
"Church of the Ascension Parish House",12 West 11th Street,New York,NY,10011,"12 West 11th Street,Ground Floor,Betw 5th Avenue & Avenue of the Americas,NY 10011",40.7341868,-73.9957178,03,"sobriety on the square",Tuesdays,7:30 AM,8:30 AM,S
"Church of the Ascension Parish House",12 West 11th Street,New York,NY,10011,"12 West 11th Street,Ground Floor,Betw 5th Avenue & Avenue of the Americas,NY 10011",40.7341868,-73.9957178,03,"sobriety on the square",Wednesdays,7:30 AM,8:30 AM,C
"Church of the Ascension Parish House",12 West 11th Street,New York,NY,10011,"12 West 11th Street,Ground Floor,Betw 5th Avenue & Avenue of the Americas,NY 10011",40.7341868,-73.9957178,03,"sobriety on the square",Thursdays,7:30 AM,8:30 AM,BB
"Church of the Ascension Parish House",12 West 11th Street,New York,NY,10011,"12 West 11th Street,Ground Floor,Betw 5th Avenue & Avenue of the Americas,NY 10011",40.7341868,-73.9957178,03,"sobriety on the square",Fridays,7:30 AM,8:30 AM,OD
"Church of the Ascension Parish House",12 West 11th Street,New York,NY,10011,"12 West 11th Street,Ground Floor,Betw 5th Avenue & Avenue of the Americas,NY 10011",40.7341868,-73.9957178,03,"sobriety on the square",Saturdays,7:30 AM,8:30 AM,S
"PS 41 Elementary School",116 West 11th Street,New York,NY,10011,"116 West 11th Street,10011",40.7355598,-73.9990141,03,"speaker magic",Fridays,7:00 PM,8:00 PM,O
"80 5th Avenue",80 5th Avenue,New York,NY,10011,"80 5th Avenue,14th Floor,Room #1408C,@ 14th Street,10011",40.7358709,-73.9939317,03,"straight 12 (:ii)  downtown saturday night",Saturdays,6:15 PM,7:15 PM,C
"P.S. 41 (see footnote re: temp location)",116 West 11th Street,New York,NY,10011,"116 West 11th Street,Cafeteria,Between 6th and 7th Avenues,NY 10011",40.7355598,-73.9990141,03,"sunday at six",Sundays,6:00 PM,7:00 PM,BB
"East Midtown Plaza (Community Room H)",319 Eastr 24th Street,New York,NY,10010,"319 Eastr 24th Street,Between First aqnd Second Avenues NY 10010",40.742272,-73.987907,03,"sunday nooners",Sundays,12:30 PM,1:30 PM,OD
"Beth Israel Hospital @ Karpas Cancer Center Library",10 East Union Square,New York,NY,10003,"10 East Union Square,4th Floor,Conf.Rm.#4A18,@14th Street,Enter thru Room 4A to go to #4A18 10003",40.7348335,-73.9897815,03,"survivors in sobriety",Tuesdays,7:00 PM,8:00 PM,OD
"All Saints Ukrainian Orthodox Church",206 208 East 11th Street,New York,NY,10003,"206 208 East 11th Street,Btw. 2nd & 3rd Avenues,Ground Floor 10003",40.7309862796673,-73.9880470929475,03,"svoboda",Sundays,7:00 PM,8:00 PM,C
"All Saints Ukrainian Orthodox Church",206 208 East 11th Street,New York,NY,10003,"206 208 East 11th Street,Btw. 2nd & 3rd Avenues,Ground Floor 10003",40.7309862796673,-73.9880470929475,03,"svoboda",Mondays,7:00 PM,8:15 PM,B
"All Saints Ukrainian Orthodox Church",206 208 East 11th Street,New York,NY,10003,"206 208 East 11th Street,Btw. 2nd & 3rd Avenues,Ground Floor 10003",40.7309862796673,-73.9880470929475,03,"svoboda",Tuesdays,9:00 PM,10:00 PM,OD
"Seafarers & International House",123 East 15th Street,New York,NY,10003,"123 East 15th Street,2nd Floor,@ Irving Place,NY 10003",40.7346341,-73.9879773,03,"t.g.i.f. & s.",Fridays,7:30 PM,8:30 PM,B
"Seafarers & International House",123 East 15th Street,New York,NY,10003,"123 East 15th Street,2nd Floor,@ Irving Place,NY 10003",40.7346341,-73.9879773,03,"t.g.i.f. & s.",Fridays,7:30 PM,8:30 PM,OD
"Seafarers & International House",123 East 15th Street,New York,NY,10003,"123 East 15th Street,2nd Floor,@ Irving Place,NY 10003",40.7346341,-73.9879773,03,"t.g.i.f. & s.",Sundays,8:30 PM,9:30 PM,O
"Seafarers & International House",123 East 15th Street,New York,NY,10003,"123 East 15th Street,2nd Floor,@ Irving Place,NY 10003",40.7346341,-73.9879773,03,"t.g.i.f. & s.",Fridays,8:45 PM,9:45 PM,S
"LGBT Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,betw. 7th Ave and Greenwich Ave. 10011",40.7381228,-74.0010304,03,"transgender focus",Sundays,4:00 PM,5:00 PM,C
"Beth Israel Phillips Ambulatory Center",10 Union Square East,New York,NY,10003,"10 Union Square East,2nd Floor,Conference Room #3,Betw. 14th & 15th Streets @ 4th Avenue,NY 10003",40.7348335,-73.9897815,03,"twelve at six",Fridays,6:00 PM,7:00 PM,S
"St. Francis Residence",155 West 22nd Street,New York,NY,10011,"155 West 22nd Street,1st Floor,Betw. 6th & 7th Avenues,10011",40.7431787,-73.9952777,03,"upon awakening",Sundays,12:45 PM,1:45 PM,S
"St. Francis Residence",155 West 22nd Street,New York,NY,10011,"155 West 22nd Street,1st Floor,Betw. 6th & 7th Avenues,10011",40.7431787,-73.9952777,03,"west 22nd street sobriety",Tuesdays,6:00 PM,7:00 PM,C
"The Caring Community",20 Washington Square North,New York,NY,10011,"20 Washington Square North,2nd Floor,5th Avenue & MacDougal Street 10011",40.7319436,-73.9977667,03,"village sober",Thursdays,3:30 PM,4:30 PM,C
"14th Street Y",344 East 14th Street,New York,NY,10003,"344 East 14th Street,Betw. 1st & 2nd Avenues,10003",40.7314102,-73.9832013,03,"weekenders",Sundays,10:00 AM,11:00 AM,S
